userNo,cluster_asignado,silhouette_individual,ratio_ambiguedad,en_frontera
s053558a62af13e479025a50c5582aecc,0,0.7067676294119593,0.28493263399614766,False
s0542f4fc445d39e8836dc0c3e2009ff0,0,0.8885675132928298,0.04425393137372799,False
s0546a394351d31009bb8eb1682507162,0,0.8877774174267238,0.04689318119908548,False
s05481bb8357d34829ce66ef5327074e3,0,0.8796022344385497,0.05573570340256661,False
s054962a846113cafae8665ee32dc0325,0,0.8780422938398009,0.05910654013293762,False
s054dfc6c90963f1babd22e71389e203b,0,0.8931984550646209,0.03662668048161813,False
s0560c020f30a30ee83921b49a0136919,0,0.8761440062659801,0.06982209736422658,False
s0570fd60f65d32a1a1a1a9d7f30db1fb,0,0.8946574718708733,0.04359126402861303,False
s057401a1be4f3472b5c66a2987af5138,0,0.8543728680038,0.09306732092232342,False
s057ecc328094386f819c175e391df03a,0,0.8177554689940961,0.12915357254816223,False
s05896a57d793331c823797f2ecd0f361,0,0.883803979200139,0.055915393293395045,False
s05925360e485396fb703f91b69bfcdd4,0,0.8161596187937241,0.13166950468887156,False
s05abb19714ed307080c6cb50899d0d9f,0,0.8076001529364031,0.16167520513426276,False
s05b7ffeab2933372af8862662e22a8c8,0,0.8921015477766453,0.04517256999527855,False
s0604d308d0103ada806c8d974ac88676,0,0.8658527583888437,0.08655339760462741,False
s0628191ad50d3cdfa2623f635d488636,0,0.8867256510078712,0.043261133475708764,False
s0636a67ceb7c3acfbeb28a5dea4a2f6f,0,0.75848885356474,0.22393951233276213,False
s063f77cce6f43938a0632026ae60a384,2,0.19448802060673054,0.5291296964622693,False
s0652c92ecb723699bfec95758190c667,0,0.894477631444658,0.03200338753097836,False
s066f82f3b4f23c298237995de65bb17a,0,0.896483086314687,0.04024663197605389,False
s0676190fb2303b5c922e3db122bc4183,0,0.8930316341723005,0.04068467490327694,False
s06782786354630b18a690e9efdce850f,0,0.6803283143703782,0.2999341547912879,False
s067c46f85cf43236b805b5330f0d0c6a,0,0.8906886041922044,0.042831990174535754,False
s068b20cbedf039e8863f26802f89f828,0,0.8914766440857972,0.04392326387466585,False
s06a9930c2d5a317a9b6281216b71eae2,0,0.8941044920059296,0.04270511715581499,False
s06c0665dd36d36008b8da1aabd2e02a0,0,0.8915122009126185,0.044740720791558,False
s06d51b297e453821b38a83579f3e2557,0,0.8881817761166838,0.045768758146859885,False
s06e59b9d2b463c1d8f59edd5ae9baec6,0,0.6121319278840411,0.39218604987517425,False
s0701754b850137bca7e49293adfcd1c5,0,0.7418742117877156,0.22174208929535716,False
s0705ccd96a1937dba8368dc771fef92e,0,0.8847735552889695,0.047856372777718,False
s070a1d43d6563923b0a0154e5371bcf8,0,0.8189157600242544,0.13889620046715143,False
s0746bc3ce14132b5b096408b354372a4,1,0.1761394947464528,0.6170906929554593,False
s075340f98caf3cb2a004f9f51ddee321,0,0.8859805462616269,0.04854194701713622,False
s07b2dc1253e93b9183df30cf7062554e,0,0.8919186223685376,0.03759461925579195,False
s07e4c7963e6034d0afd4a7a58771ea9a,0,0.8942971872475968,0.040636237988621794,False
s07fe8f73efa6386c99c129bd93a20522,0,0.8810632943099878,0.056892693201751554,False
s08130f1ae3f93a71a2a6adecadd3c14d,0,0.8738407575718032,0.0728988562149757,False
s08164c22ab343fdaad68a38f965960f2,0,0.741981301401785,0.24049051533707508,False
s08172bf662483ac9bb69aea8f4abcf4f,0,0.8941437999361768,0.03766303398682746,False
s082ec33aa52f32c88dfaff327e98679e,0,0.8716974079268893,0.06730753016823697,False
s087493b56b113532b618c8c7942ff135,0,0.8936796089812616,0.03162796304766658,False
s088416af25273c43b6eab87e36ec1527,0,0.8965917241781035,0.036393392841126464,False
s0887ea4d56e538b1a697d91f9201d583,0,0.8863758759832594,0.05452840406716085,False
s088ff7e11ba43babb3a3947496430ab9,0,0.8192738570734798,0.13122455734004349,False
s089fb71ab50937a898a0c4d3a1705c95,0,0.8922686389121576,0.04717215973683667,False
s08aef7872cb53fd9a8a03f6c7ca1dbeb,0,0.7316623271867321,0.23462205197925187,False
s08d590873f76305c8136c32461f9b7f2,0,0.8767100063411166,0.06542039987419548,False
s08fafc585d973625ba261a074bebac73,0,0.886210853841779,0.04708093090812416,False
s0903632ce525355c98522cf22f36f876,0,0.882224647313146,0.05385948619264825,False
s091c860c6598382d92c3248b2d7fa656,0,0.8948545884754999,0.04125301349584786,False
s0935efd2f34f394485fdde9b75ec484d,1,-0.07811083402384837,0.8924246396725084,True
s0947f2c61f133b849af87370e783f4ff,0,0.8579967945224906,0.09528923956978748,False
s094e88afeb4d395597ea61cb9db7fc41,0,0.8944184833187533,0.04313040603537914,False
s09603be5f9c43fedb6128eb741d6c745,0,0.8665817104233194,0.06512018863328888,False
s0960731f3d2f3f6da7479195b7383d9e,0,0.8923828494036985,0.04618694925035866,False
s0969a9b074a532ccb8d0dcceba5b02b3,0,0.883983618358025,0.05726381580186452,False
s09702ebef9a93a6da1412ca69a0d7d88,0,0.8645574195976475,0.08677154867220115,False
s09874fcc47b3390c840b98ec0ef5c0a1,0,0.873203907428603,0.06343342314218939,False
s09882d5793b13e169945b4459dc2a762,0,0.732540385202169,0.23396283043291968,False
s09a8ae8380763434b1178c48dbdeb38c,0,0.7876957011355159,0.18863180077440947,False
s09c0205a3aba3260b8d77729e5a1c1a5,0,0.8721047433541649,0.07305613862573525,False
s09d4027257c435d49dd356d7ca88bc39,0,0.8672222703395179,0.07456096849930917,False
s09e3a329f99830259e9619aa9439890f,0,0.8764150782665545,0.0675776525676915,False
s09e93675103e3b8985d74d0337475cf6,2,0.49889987293987065,0.2983645447496629,False
s09ebd6f6a7293846960a9eb42df89885,0,0.8938810951188146,0.03863318684925413,False
s0a0637564b5e3a20b9d2dd74d2bcf398,0,0.8896145935997728,0.045456061305313676,False
s0a1ed3c2ef2a309f904521550eab0e6b,0,0.8969904574255115,0.03601799713766435,False
s0a20c09fc0983add8c79bad06467eb19,0,0.8926950331516025,0.045137457800934165,False
s0a21f7c38e9b301fa797e2284deb71d3,0,0.8851996957203958,0.047502569095712294,False
s0a3d0d4414773b57a581ae82058cbd58,0,0.8943854517054755,0.03897511023330645,False
s0a3fc61081573e908ceeab276d41c0cc,0,0.89363655374649,0.04532526000036826,False
s0a742c6478a5337f8ac63fa87c5ece90,0,0.8698043175662336,0.07742217751663812,False
s0a7953aa907e351e84434aacdd3253e9,0,0.8810917513048366,0.06058264192012538,False
s0a87827a6a623e598f579177fc0d83d6,0,0.8679996229629359,0.07119640454598894,False
s0a8b15fd6177373e8e66fde0afb12cc3,0,0.8213828275628787,0.14119109588153358,False
s0a987bed24c63b1da7544b76bc739d63,0,0.88950448979378,0.04883039762833075,False
s0a9b25ed46f93437adce4642c7a45e4f,0,0.89275654383518,0.0416165233395644,False
s0ab1a6f4b15e3bca848da025438f1048,0,0.893707415976752,0.04447912666548724,False
s0ac2c32e803f34f4a15527f313c223ee,0,0.8934927002756798,0.03902813869083938,False
s0ad2cfe3b61d3bfdb502a6ce6d8a2334,0,0.8740515058897147,0.07201545736113948,False
s0ad554178bc03156a7d7578d5967d18b,0,0.8549872182140918,0.10033700280443988,False
s0ad59e96e27d3ce3b7b374fe4c9b9915,0,0.8887848776924266,0.042292336792533,False
s0ad622d306ce38beac13620785ec116f,0,0.8901945067850986,0.044012354012066775,False
s0af6cb84849f36c4a6fad3e596048eb4,0,0.8881886980650743,0.04339285617381167,False
s0b00c5f99c2a34b4981f80b74bd863cc,0,0.8618959953165193,0.09059272383048458,False
s0b264b4c74fe3436be9f80e0142f0ec0,0,0.8954858437574579,0.03597240864227505,False
s0b295d4ef7053511a32c6b25efb9cff9,0,0.8950847312258811,0.04262417694022454,False
s0b2ff15f711b3776b44c1c49c0d3b6eb,0,0.8799328698917177,0.05590030502172089,False
s0b38c987a27c3f519abfbbf47521481e,0,0.8775989469239511,0.06061901169643788,False
s0b467d78ff0e3cdbae68458cbf41a79f,0,0.8471615608654011,0.10888044120981884,False
s0b4dbad807f23360a8783ba140cf64ff,0,0.8897428423227727,0.048980844933478346,False
s0b4ddfff287e34eb92f5c3e85732dc3f,0,0.8801373573247221,0.04733354506900388,False
s0b57b9dbe8a83047a383b55d72947ddf,0,0.8901007905563376,0.03948856735096251,False
s0b75637e9f63363fa0c89d4ae881eca5,0,0.7674662953862669,0.19084648810087712,False
s0b75e13eaf203d868e0850faebe4e592,0,0.8227473066455936,0.1336993338768895,False
s0b7bb3340dea3e6ca3ca739b9364c6f1,0,0.8957048984980588,0.04277802005092605,False
s0b92156360dc3c75801732a9775b1aca,0,0.8663171414471366,0.07509435215317779,False
s0b93e90034b836abac3b328c15211633,0,0.8951453011941349,0.03668163278636353,False
s0b951555038b3a92a6d7f3f6ebbf4752,0,0.5338739394502856,0.4738468223301927,False
s0b9b9b74c34b30b2938882116d506fe9,0,0.6242602024941144,0.36377801600330223,False
s0bc96e18e17b30aaa13d70ae78ba7c14,0,0.8850321430795919,0.04370217294926359,False
s0be9f70eb0eb31838a9f332b03f3815a,0,0.8165507332122383,0.14936807343712538,False
s0bf27e965a633977ab41f50ea0d34961,0,0.8937984901804558,0.042958876246338984,False
s0bf407afa8713e32b55e56aa834bcc36,1,0.38940604669586104,0.4318545826618714,False
s0c04302ff4b43945a55dd66ea8d541a2,0,0.834466916185709,0.11907426354828574,False
s0c0b018b417d3c36a010ea5fb84818bc,0,0.889753106247977,0.04323207228211025,False
s0c35a8c42b0b35929f7a55b5635c4a4b,0,0.8515301457920172,0.0887677716733678,False
s0ca6a11ac6b437eeb78b92158f33d0fb,0,0.8917824262316999,0.04038323377658319,False
s0cbd6fe4394932f78008564627abf993,0,0.8935066882398573,0.03265538120144,False
s0cc772c107b03c1b8a54e8df731da0b9,2,-0.10905036014496436,0.9759082390272393,True
s0ccc0acea28136a99e8dbd817ba5eca1,2,0.22109599606530944,0.5040125014388102,False
s0cf64d37238834678c6f538c60ed84a5,0,0.8886668283646715,0.05153587572037722,False
s0cf6ed990f993abe8941c0100d9ea3cf,0,0.8957580884137594,0.03677071896172978,False
s0d4bc20d8095331fa4ec6108c688ca15,0,0.8795154383536662,0.06593465283645021,False
s0d6835b038b03679a5cea64b09b5c278,1,0.5162356992358627,0.19676159366051324,False
s0d6a86ef18cc3928b9c5b0bb7c5b3fdb,0,0.8941464999285319,0.03617074848771417,False
s0d79f7ce171434398ba02b3c9b6ecd78,0,0.8928790151746692,0.045599246656966776,False
s0d88ef8a08f23964995c991fe2a3edfd,0,0.8811725855721838,0.061695215481094114,False
s0d9af2d5b82a38fba8c14618375a4ecc,0,0.8473316849570681,0.11244720114632192,False
s0dcb900db2953052bf0d3cc56e37e7b3,0,0.7908604844989219,0.18468939354455408,False
s0dd3d541111f3651b989ed0e7911a6b6,0,0.8960076035911931,0.03262386605560055,False
s0dea189c0ca03124add1ae360d4dc804,0,0.8914824979683902,0.04790541180918556,False
s0df208b48e6136c98c437e3794020970,0,0.8569098571086334,0.09883500442772854,False
s0e03e6f0747c3cf2b8df23cae75161b6,0,0.8611083110604497,0.08261138951193393,False
s0e0f6d0c70c033ab86368bed2849d65b,0,0.89734234563528,0.03402990691107607,False
s0e1b879b5f4830d2801ef84aef64acd6,0,0.7954309508353782,0.16909671199933882,False
s0e1edfd81afe38f1a71d5f1aab7b8ed6,0,0.7001245023016341,0.29123839160154724,False
s0e1fdc9d262a34a28d53a82afebd47d6,0,0.8729133788340456,0.0663630937563372,False
s0e27e8af98b73899bf88a1cf0e470eac,0,0.8592109936073736,0.09306399273294072,False
s0e34c02aa9013ec5930c9ca4153d3c48,1,0.35651772787027103,0.4395486988550305,False
s0e498c1f980537b09b6fd3db82ad3b6f,0,0.8537105042453292,0.10150015366693481,False
s0e510b957e8a3977a5a20ea77b7ebceb,0,0.8682463436391024,0.05833248402330778,False
s0e6ca36a9261345aa4ed81246a924ab5,0,0.8694398829738978,0.0806046669579141,False
s0e812f31dfde36d68133fd7acdadc6a0,0,0.8847676928768673,0.0528247440089107,False
s0e873c9c11003b169eb2414543218c3a,0,0.8759692123193433,0.0701786814212844,False
s0e8a2169f2ce3f37b152e358e350042f,0,0.7608691411061433,0.21170037397007901,False
s0e8ed58b03963228abe6f4ab63b28940,0,0.8933993316677403,0.0419700962761524,False
s0e92fc7f225b3aa8ba35abe8de25adf5,0,0.8302328006561509,0.12470983202387069,False
s0e9da9b26656391b845b4a6467309a58,0,0.8842409670289602,0.05365749861256264,False
s0eaac66fd0aa35e4a51585a6ece822b0,0,0.8670303349209367,0.07425125702921588,False
s0eb07a18fd453f58bafbf20247340ac8,0,0.7846453787925063,0.19302697601109006,False
s0eb8cd0f5a6b39d09dda8ae3400a4640,0,0.8920211288896129,0.035463970918962216,False
s0eca9b684e113b98b5483a9d115dfb14,0,0.21989064007773854,0.8980573236144016,True
s0edd9d83a71c3c728c61e181319a6d32,0,0.8943270837764745,0.04356392364941982,False
s0eef77cd0bb43ab6a1bc309a4f7e0e90,0,0.8893541206530585,0.04714493647757602,False
s0ef2728194f930d799c83fe6bd3637b1,0,0.8569119715959101,0.09688658837080108,False
s0f0b98c34fac33e29c272f19d34dc811,0,0.89058412166625,0.045570255927245354,False
s0f4b1e6819703783ad0f4bf7b95d69d8,0,0.6983815228915933,0.29415582659086387,False
s0f729e6d2f7f352d8c7f57e4842401d6,0,0.8833129224023888,0.04988468679706479,False
s0f9284d5afa63e85b9a2c1ca482818f1,0,0.5989042066176671,0.39639513629412626,False
s0f9c2fa8510e33b2995e0f32d6dc4db7,0,0.8327665955804088,0.1213119790800265,False
s0fa6b70002473da0bd4439a2b352af8b,0,0.8953147433240438,0.04074319043894709,False
s0fea8b321a7638a39fe3a3ee24a45200,0,0.836320000308842,0.11697888859511602,False
s101eae2bd2e133b1bf3bfab0c0488774,0,0.8933474088225457,0.03897582123472593,False
s1060741aa8aa38439722457f893afc1e,0,0.5768545814426912,0.4316034106715546,False
s1062ddd98f51348991b6c83b0c7cb3e4,0,0.8965600614083741,0.0368020321670887,False
s1063ac3d48c83ede97b8172cfd1a659b,0,0.8773731882020122,0.0669520171048239,False
s108bc277617c3b3b8f6e54543f9d637d,0,0.8882305354846771,0.0387080596032098,False
s1091a8ff91f136069563560c94f30485,0,0.8269664423171433,0.13989003443684864,False
s10920cc7d1c93f3b98074b3ec9eb05fa,0,0.8919304771902989,0.0357200083759084,False
s10936f3de7823f81acfa5f2d2b613bc6,0,0.8945112153717103,0.03959684262639828,False
s10944ce225663834ad11b597b6228233,0,0.8002455097741565,0.17088235901158827,False
s10a8a7c2bd443c3593b7c7a1bffb5438,0,0.8852924017493177,0.05253718129816574,False
s10aa1662bb533ac69ff68e01b654a928,0,0.8449437712088776,0.11425586976192362,False
s10c94e96fb563856905b7fe3883379ea,0,0.866548932968437,0.07440246762913595,False
s113f57cee62a3b07ab9b6ce74ac9e725,0,0.8602236534232505,0.09437805042774211,False
s11575ae75e99313985bdb43ab132e18b,0,0.8723320611214141,0.06638310306109038,False
s11598708db7e30709966f24fca8079ef,0,0.43981782854068147,0.5884121225789298,False
s117202211c653e6a89255e44ada7d2c4,0,0.8953930435761316,0.03823919312078841,False
s11793e47d6c331fa99e1d08656c6a6b4,0,0.7977812108091744,0.16641123165526958,False
s117bc1f80d283fc091e559cd33f062d5,0,0.8441980275201505,0.0984983055427305,False
s117e812bb2743816a374475e9486c7a5,0,0.8896486097491257,0.046557334902076294,False
s118a0f6d2088346a80c66952c8ea77f7,0,0.8954568691075775,0.03465140651388655,False
s119d2ad0531039178ad9154f08893957,0,0.8935560614117521,0.04369096941306166,False
s11a6f295d130352093f69bafe1194c74,0,0.8947063210166185,0.038723159306608974,False
s11c06bd5441537b2837be4ec8a99257b,0,0.8842443513198474,0.054432079277158436,False
s11e0bb8df41838db9a321d94b8ce308b,0,0.882248985959371,0.05037267214124263,False
s11e59466f71b3cdfb47efe739e3558d3,0,0.8537734863006452,0.09384280266571608,False
s11f5efd10e693da2aebce0b5c0cbab6a,0,0.8943547909875221,0.04349356443489439,False
s120e5493af203b319c24cef70ee19dd3,0,0.8967178778358711,0.03730982288524641,False
s123354c70015308c875d068eadbfe3e7,0,0.8933708459928846,0.045462424243650774,False
s124d423707523001aef61117b8d126fe,0,0.24638491239761992,0.778170154941848,False
s126d5987659032f0a3dc6bb4ffd9c699,0,0.8864517419331254,0.05615279749857722,False
s1299d3b2d9733deb975cd40cd34ca68b,0,0.7532741604630415,0.2090672164710176,False
s12bf5e4bfac5316083ab78c43a711317,0,0.8542472946994495,0.10316065313720466,False
s12c3bd0561173cab914023cdbefd44a7,0,0.7102571548693251,0.2720960150680549,False
s12d84371dc9a3aa2960a3cc1253f585b,0,0.7750336668501984,0.205037576781675,False
s12dd0f0e204230ab9832fdcc38aff7e4,0,0.8464348949062414,0.11217474958973572,False
s12e148ccee1a329fa0c14003299b9f6b,2,0.19998061063088413,0.5443807576325069,False
s12eb5279a81b32dca14598c34bf1f2e1,0,0.7990348334854503,0.16484733606691468,False
s1312d9b9e2043bc8ac7e1f2b150475bf,0,0.8371294858999131,0.1257251237229626,False
s1317691f98d837f7b7ab3dd1e429ace7,0,0.8941935797328836,0.03883413708777392,False
s1330143703b63999ae57c8809c0b8575,0,0.8687462498590438,0.07000653607569335,False
s133c52184cc73c21a511e9189fe58ab9,0,0.8663125244398729,0.08433812925540175,False
s133cb8cdf9cc3933ae590d45fce5963e,0,0.8957351340620338,0.04157882521998667,False
s1355461e896e3da4aa6fb8b07d5f9175,0,0.2084319481209079,0.8230696020652398,True
s1358361d5d0d3d31b8a32abeab14a446,0,0.8799403862065828,0.046428069643135096,False
s13614dbaa7523b56bf8d76ab1ee1441c,0,0.5252493850161001,0.48223656932849274,False
s1361f000a59d3b66ad23ecedc0228202,0,0.8507002744620481,0.10174147005993048,False
s13681993218630939e517cec7b476b74,0,0.7763992217634248,0.20229601048270432,False
s1382608b7c8330be8a053967c5a2c232,0,0.7015519496822555,0.2821593619591097,False
s138fdd3698b23e3484e5c690ecd30981,0,0.8914648819792497,0.039112972831644055,False
s13a4e25fef4830e8979886c37a566b82,1,0.28831431941513846,0.7080201184560164,False
s13d203adb25d3612b9f4c4153a68cc04,0,0.8902471169841945,0.043314017876146596,False
s13da8df0becd39a0abdb82be1cc33140,0,0.882817588690411,0.057027173131712704,False
s13f7026181cb3d888b3c697b7f0d2e07,0,0.5333564136815913,0.47007169786018105,False
s13fda81c43f23e148c288c6e4c587461,0,0.8802303834682238,0.050251596368857836,False
s1408ce42b429323bb63083074c467028,0,0.8925468981969747,0.04286507233976856,False
s140b8d252d7e3b589f9388af2d7fc29d,0,0.8695383261698147,0.06844653091901393,False
s140f02f9c54a35198225a9e415b2e995,0,0.8817462021426673,0.06378903032909385,False
s144beb55bd403fc78477ce263288f918,0,0.8102128638527643,0.16138113785261282,False
s1453bc47dfe434f68b10dd7f0a78f0a6,0,0.8941880126047471,0.04004716624055784,False
s1461d44bdc7135a09ac4c8d0993d26d1,0,0.8963368758672482,0.03553484940250782,False
s1473836a42343b7c8239e9e5ef1b0e33,0,0.7865672735153123,0.19060448065075888,False
s14bc42e96af93474b2a9433987317c7e,0,0.8896513206487648,0.04674402900086027,False
s14c3b4b8887239a9b3cb433ea035b7e5,0,0.8910784845986703,0.0364280191528168,False
s14cce693b04233b2a5e1f4df47f577a7,0,0.8843386616796406,0.04639663170597879,False
s14ef8bed46b53b5091ae6a235e867888,0,0.8964737511021099,0.04025313028218102,False
s14f2450c50cc3d28b42eb8b493a416e6,0,0.8440788343410359,0.11749182252088303,False
s15004acf6c0c39ae8d1ab7733436b582,2,-0.021568815222924167,0.8227726900978168,True
s1507778af7f43a35b97a5010008cb099,0,0.8603777936377149,0.08937032779024556,False
s152512bf21133148a4df5eedefa5b6a5,0,0.8754632542232169,0.07052388528558672,False
s153305c635ca30d891e315b0c0cfab34,0,0.886150681412356,0.05415792136152462,False
s155f7755882e3424b6a866c247338b5e,0,0.8892029832471247,0.05098053558902572,False
s1582d29292ca3640b9514953d8aab374,0,0.7627988250602041,0.20930255247909627,False
s159cab4d43e13428bcf49a313bba58d0,0,0.755368601132585,0.22752193323125378,False
s15c41f75a77535589d2f022a713758e9,0,0.8959978213452516,0.040653244109661583,False
s15dbbee6d8d93334a4219621b0ba5393,0,0.8930853613446671,0.042524260396971963,False
s15df1272245333588b2be253d4bfce87,0,0.896622284915814,0.03775212024524969,False
s15fef360a2123198be977ce87a968234,0,0.8819528652211951,0.05369634534328854,False
s160bb9d1d791335cbc52d9c1a872b87e,0,0.8900293106463906,0.03799766346243677,False
s16139f538de03a07a88f555e1a778f10,0,0.8950284076151074,0.03966484568464297,False
s1627db02896d3f868f03210eb7249693,0,0.894933684270395,0.03708814345611454,False
s162af731b4e73c8fb86db46a73c8218e,0,0.8749108904702442,0.06939438935731619,False
s162d5f5fc9083323ac499b3bb013d7cb,0,0.8924107874689032,0.042255995538592175,False
s1649683c62e933dca78c4ad4809ac52c,0,0.7915427596738915,0.174214060825439,False
s164d4437f19339cea7704441593f1b65,0,0.8865524134281068,0.05433596082719197,False
s1658740184003e4ab48b79709f0f93fa,0,0.8916092022528495,0.04143970090901706,False
s16647e6daf56346ba063d10c699d01f9,0,0.8927000536790992,0.04197470594114592,False
s16685c6c5d48390b873da9b9c01d13b3,0,0.8702989616452571,0.06857055201994101,False
s167003d487793b95a7248435417feb6a,0,0.7969007475179537,0.1782383132406216,False
s167280af8f9d35bab40aaedd981ea81b,0,0.8926134364753191,0.03812292576397612,False
s167cb243b2b13f90aac279bbdba7d71b,0,0.8437815714319878,0.10653018445939619,False
s1688ea4a9bb738d8a1bd660f83ed31fd,0,0.8953023182634399,0.04273129886165738,False
s168a85fc54c731ce8fe7f29e7a86790b,0,0.8932973473773815,0.04418690756944099,False
s168d2324d0393ba2a86ea9ba4a01c0b6,0,0.3655023433303325,0.6537441291802691,False
s169ea9ebb0303669bb749635de108ce9,0,0.8572834214038711,0.08274578089720239,False
s16ac1e35c83738d89334796ed785057b,0,0.8948193250602567,0.036401655410664625,False
s16aeb9cca6e53658ad537e2c1cb8ca05,0,0.7506128107142777,0.23112474041631736,False
s16bf40e99a2139d7a8f9b1bc52f0737e,0,0.8225424943415072,0.14234440425701028,False
s16db7d3dfd873b2699257140f09c4e82,0,0.8958063224600146,0.04057550069010126,False
s16fd553277a53bef80b63cc46b3042b5,0,0.8530906948916331,0.10283913078892255,False
